round,loss,accuracy,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1
92,0.502142,0.812295,0.812295,0.812295,0.812295,0.09139,0.121889,0.083415,0.987512,0.812295,0.890341
93,0.537478,0.841614,0.841614,0.841614,0.841614,0.091765,0.125398,0.085653,0.988163,0.841614,0.908029
94,0.551663,0.798481,0.798481,0.798481,0.798481,0.091433,0.120916,0.082664,0.988103,0.798481,0.882176
95,0.613183,0.801298,0.801298,0.801298,0.801298,0.091979,0.145157,0.083779,0.988553,0.801298,0.883553
96,0.589771,0.796237,0.796237,0.796237,0.796237,0.091864,0.140952,0.083261,0.98869,0.796237,0.880578
97,0.612773,0.808419,0.808419,0.808419,0.808419,0.092112,0.15068,0.084335,0.989205,0.808419,0.888042
98,0.581365,0.80872,0.80872,0.80872,0.80872,0.092069,0.150506,0.084264,0.989237,0.80872,0.888238
99,0.606158,0.810714,0.810714,0.810714,0.810714,0.092084,0.152233,0.084352,0.989573,0.810714,0.889546
100,0.573879,0.817178,0.817178,0.817178,0.817178,0.092085,0.151015,0.084737,0.989415,0.817178,0.893428
101,0.643991,0.758652,0.758652,0.758652,0.758652,0.091809,0.150954,0.080779,0.989937,0.758652,0.857073
102,0.574065,0.817027,0.817027,0.817027,0.817027,0.092025,0.149442,0.08459,0.989556,0.817027,0.893426
103,0.666013,0.717811,0.717811,0.717811,0.717811,0.091537,0.141541,0.077841,0.989705,0.717811,0.830221
104,0.624411,0.764548,0.764548,0.764548,0.764548,0.091829,0.150622,0.081151,0.990071,0.764548,0.860926
105,0.736118,0.627366,0.627366,0.627366,0.627366,0.09125,0.129633,0.071438,0.989398,0.627366,0.765825
106,0.652393,0.709811,0.709811,0.709811,0.709811,0.091615,0.14596,0.077415,0.990193,0.709811,0.82484
107,0.763217,0.607985,0.607985,0.607985,0.607985,0.091241,0.129359,0.070048,0.98952,0.607985,0.751072
108,0.660161,0.689769,0.689769,0.689769,0.689769,0.09154,0.143498,0.076015,0.990125,0.689769,0.811019
109,0.764332,0.620939,0.620939,0.620939,0.620939,0.091323,0.134167,0.07106,0.989826,0.620939,0.760956
110,0.694202,0.667184,0.667184,0.667184,0.667184,0.091376,0.134833,0.074306,0.989734,0.667184,0.795101
111,0.703626,0.670268,0.670268,0.670268,0.670268,0.091321,0.131486,0.074449,0.989462,0.670268,0.797314
112,0.763033,0.614123,0.614123,0.614123,0.614123,0.091241,0.128575,0.07048,0.989541,0.614123,0.755825
113,0.672441,0.69488,0.69488,0.69488,0.69488,0.091368,0.132733,0.076128,0.989448,0.69488,0.814632
114,0.797488,0.585106,0.585106,0.585106,0.585106,0.091236,0.129334,0.068372,0.989668,0.585106,0.733174
115,0.730989,0.652648,0.652648,0.652648,0.652648,0.091289,0.130923,0.073229,0.989399,0.652648,0.784563
116,0.864793,0.563681,0.563681,0.563681,0.563681,0.091088,0.119278,0.066618,0.989083,0.563681,0.716046
117,0.773876,0.61746,0.61746,0.61746,0.61746,0.091266,0.132854,0.070779,0.98936,0.61746,0.758204
118,0.912794,0.53881,0.53881,0.53881,0.53881,0.091056,0.117648,0.064683,0.988996,0.53881,0.695423
119,0.771132,0.614596,0.614596,0.614596,0.614596,0.091255,0.132406,0.070565,0.989308,0.614596,0.756011
120,0.920461,0.53147,0.53147,0.53147,0.53147,0.091175,0.126291,0.06422,0.989641,0.53147,0.689079
121,0.819184,0.582782,0.582782,0.582782,0.582782,0.091256,0.130407,0.068217,0.989816,0.582782,0.731331
