true\pred,Benign,DoS,double,force-neutral,fuzzing,interval
Benign,0.945426,0.031660,0.000000,0.000000,0.022915,0.000000
DoS,0.478450,0.521550,0.000000,0.000000,0.000000,0.000000
double,0.799484,0.147346,0.000000,0.000000,0.053170,0.000000
force-neutral,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
fuzzing,0.782282,0.059239,0.000000,0.000000,0.158480,0.000000
interval,0.999063,0.000937,0.000000,0.000000,0.000000,0.000000
